,Dir Rank,Movie,actor,type,role,aw
6251,DAr10,PI,Ben Schenkman,\Und,und,|
6252,DaT10,Johnny Got His Gun,Timothy Bottoms,\Und,und,|
6253,DaT10,Johnny Got His Gun,Jason Robards,\Und,und,|
6254,DaT10,Johnny Got His Gun,Donald Sutherland,\Und,und,|
6255,DaT10,Johnny Got His Gun,Diane Varsi,\Und,und,|
6256,DaV1,Le Retour de Martin Guerre,Gerard Depardieu,\Sus,"returning husband, impostor",|
6257,DaV1,Le Retour de Martin Guerre,Nathalie Baye,\Und,accepting wife,|
6258,DaV1,Le Retour de Martin Guerre,Sylvie Meda,\Und,RZ:mother,|
6259,DaV1,Le Retour de Martin Guerre,Maurice Barrier,\Und,RZ:barrister,|
6260,DaV1,Le Retour de Martin Guerre,s a,\Und,"uncle, stepfather",|
6261,DaV1,Le Retour de Martin Guerre,s a,\Und,real husband,|
6262,DAz5,The Wild Party,Clara Bow,\Und,"College girl flapper ""It girl""",|
6263,DAz5,The Wild Party,Fredric March,\Und,"professor, seduced, shot by rapist",|
6264,DAz5,The Wild Party,Jack Oakie,\Und,RZ:fellow student,|
6265,DAz5,The Wild Party,Phillips Holmes,\Und,RZ:fellow student,|
6266,DAz5,The Wild Party,Marcelline Day,\Und,fellow student,|
6267,DAz5,The Wild Party,Joyce Compton,\Und,fellow student,|
6268,DAz5,The Wild Party,Jack Luden,\Und,fellow student,|
6269,DAz5,The Wild Party,Adreinne Dore,\Und,fellow student,|
6270,DAz5,The Wild Party,Shirley OHara,\Und,fellow student,|
6271,DAz6,Sarah and Son,Ruth Chatterton,\Und,"RN:""Sarah""",|
6272,DAz6,Sarah and Son,Fredric March,\Und,"RN:""Howard Vanning""",|
6273,DAz6,Sarah and Son,Fuller Melish~jr,\Und,"RN:""Jim Gray""",|
6274,DAz6,Sarah and Son,Gilbert Emery,\Und,"RN:""John Ashmore""",|
6275,DAz6,Sarah and Son,Doris lloyd,\Und,"RN:""Mrs. Ashmore""",|
6276,DAz6,Sarah and Son,William Stack,\Und,"RN:""Cyril""",|
6277,DAz6,Sarah and Son,Phillipe DeLacy,\Und,"RN:""Bobby""",|
6278,DAz21,Christopher Strong,Katherine Hepburn,\Und,"pilot, makes out with diplomat, crashes",|
6279,DAz21,Christopher Strong,Colin Clive,\Und,diplomat,|
6280,DAz21,Christopher Strong,Billie Burke,\Und,"RZ:daughter, lovesick, marries",|
6281,DAz21,Christopher Strong,Helen Chandler,\Und,"wife, distraught, grandly nice",|
6282,DAz21,Christopher Strong,Ralph Forbes,\Und,"daughter's beloved, divorced, marries",|
6283,DAz21,Christopher Strong,Jack LaRue,\Und,RZ:pilot,|
6284,DAz23,Nana,Anna Sten,\Und,demi-mondaine,|
6285,DAz23,Nana,Lionel Attwill,\Und,und,|
6286,DAz23,Nana,Phillips Holmes,\Und,und,|
6287,DAz23,Nana,Richard Bennett,\Und,und,|
6288,DAz23,Nana,Mae Clarke,\Und,und,|
6289,DAz23,Nana,Muriel Kikland,\Und,und,|
6290,DAz23,Nana,Reginald Owen,\Und,und,|
6291,DAz23,Nana,Jessie Ralph,\Und,und,|
6292,DAz35,Dance Girl Dance,Maureen OHara,\Und,hardworking ballet dancer,|
6293,DAz35,Dance Girl Dance,Lucille Ball,\Und,"golddigger dancer ""Bubbles""",|
6294,DAz35,Dance Girl Dance,Louis Hayward,\Und,dull millionaire playboy,|
6295,DAz35,Dance Girl Dance,Harold Huber,\Und,"club owner, oggles",|
6296,DAz35,Dance Girl Dance,Maria Ouspenskaya,\Und,ballet teacher,|
6297,DAz35,Dance Girl Dance,Virginia Field,\Und,und,|
6298,DAz35,Dance Girl Dance,Katherine Alexander,\Und,und,|
6299,DAz35,Dance Girl Dance,Mary Carlisle,\Und,und,|
6300,DAz35,Dance Girl Dance,Edward Brophy,\Und,und,|
6301,DAz35,Dance Girl Dance,Walter Abel,\Und,und,|
6302,DAz35,Dance Girl Dance,Sidney Blackmer,\Und,und,|
6303,DAz35,Dance Girl Dance,Emma Dunn,\Und,und,|
6304,DAz35,Dance Girl Dance,Ernest Truex,\Und,und,|
6305,DAz35,Dance Girl Dance,Chester Clute,\Und,und,|
6306,DBd10,East of Elephant Rock,John Hurt,\Und,"womanizing civil servant, shot",|
6307,DBd10,East of Elephant Rock,Jeremy Kemp,\Und,und,|
6308,DBd10,East of Elephant Rock,Judi Bowker,\Und,"mistress, murders",|
6309,DBl10,An American Tail,Cathianne Blore,\Voi,Russian mouse immigrant,|
6310,DBl10,An American Tail,Christopher Plummer,\Voi,und,|
6311,DBl10,An American Tail,Dom DeLuise,\Voi,und,|
6312,DBl10,An American Tail,Madeleine Kahn,\Voi,und,|
6313,DBl15,An American Tail 2,Jaames Stewart,\Voi,und,|
6314,DBl20,Hans Christian Andersen's Thumbelina,Jodi Bensen,\Voi,"dwarf ""Thumbelina""",|
6315,DBl20,Hans Christian Andersen's Thumbelina,Carol Channing,\Voi,und,|
6316,DBl20,Hans Christian Andersen's Thumbelina,Charo,\Voi,und,|
6317,DBl20,Hans Christian Andersen's Thumbelina,Gilbert Gottfried,\Voi,und,|
6318,DBl24,Anastasia,Hank Azaria,\Voi,"bat ""Bartok""",|
6319,DBl24,Anastasia,Meg Ryan,\Voi,"princess ""Anastasia""",|
6320,DBl24,Anastasia,John Cusack,\Voi,"servant, hero, lover ""Dimirtri""",|
6321,DBl24,Anastasia,Kelsey Grammer,\Voi,cosack sidekick,|
6322,DBl24,Anastasia,Christopher Lloyd,\Voi,"evil advisor ""Rasoputin""",|
6323,DBl24,Anastasia,Bernadette Peters,\Voi,"RN: ""Sophie""",|
6324,DBl24,Anastasia,Kirsten Dunst,\Voi," young ""Anastasia""",|
6325,DBl24,Anastasia,Angela Lansbury,\Voi,queen dowager,|
6326,DBo6,Shallow Grave,Kerry Fox,prc\Und,roommate,|
6327,DBo6,Shallow Grave,Christopher Eccleston,\Und,roommate,|
6328,DBo6,Shallow Grave,Ewan McGregor,\Und,und,|
6329,DBo10,Trainspotting,Ewan McGregor,\Und,"addict ""Renton""",|
6330,DBo10,Trainspotting,Ewen Bremner,\Und,"vacant ""Spud""",|
6331,DBo10,Trainspotting,Jonny Lee Miller,\Und,"bleached blond ""Sick Boy""",|
6332,DBo10,Trainspotting,Robert Carlyle,\Und,"psychopath ""Begbie""",|
6333,DBo10,Trainspotting,Kelly Macdonald,\Und,"Renton's girl ""Diane""",|
6334,DBo10,Trainspotting,Shirley Henderson,\Und,"Spud's girl ""Gail""",|
6335,DBo12,A Life Less Ordinary,Ewan McGregor,\Und,"cleaner, replaced by robot ""Robert""",|
6336,DBo12,A Life Less Ordinary,Ian Holm,\Und,boss,|
6337,DBo12,A Life Less Ordinary,Cameron Diaz,\Und,"boss' spoiled daughter, kidnapped ""Celine""",|
6338,DBo12,A Life Less Ordinary,Holly Hunter,\Und,"angel ""O'Reilly""",|
6339,DBo12,A Life Less Ordinary,Delroy Lindo,\Und,"angel ""Jakson""",|
6340,DBo12,A Life Less Ordinary,Dan Hedaya,\Und,"archangel ""Gabriel""",|
6341,DBr5,Lady by Choice,May Robson,\Und,und,|
6342,DBr5,Lady by Choice,Walter Connolly,\Und,und,|
6343,DBr10,The Man Who Wouldn't Talk,Lloyd Nolan,\Sus,suspect,|
6344,DBr10,The Man Who Wouldn't Talk,Jaen Rogers,\Und,und,|
6345,DBr10,The Man Who Wouldn't Talk,Richard Clarke,\Und,und,|
6346,DBr10,The Man Who Wouldn't Talk,Eric Blore,\Und,und,|
6347,DBr10,The Man Who Wouldn't Talk,Mae Marsh,\Und,und,|
6348,DBu10,Lily of the Dust,Pola Negri,\Und,und,|
6349,DBu10,Lily of the Dust,Ben Lyon,\Und,und,|
6350,DbW10,Last September,Keeley Hawes,/Und,Irish woman,|
6351,DBy1,Peer Gynt,Charlton Heston,\Und,und,
6352,DBy2,Julius Ceasar,Jeffrey Hunter,\Und,und,|
6353,DBy2,Julius Ceasar,Charlton Heston,\Und,und,
6354,DBy4,Talk About a Stranger,George Murphy,\Und,farmer,|
6355,DBy4,Talk About a Stranger,Nacy Davis,\Und,wife,|
6356,DBy4,Talk About a Stranger,Billy Gray,\Und,"son, finds his dog dead",|
6357,DBy4,Talk About a Stranger,Kurt Kasznar,\Sus,"foreigner, blamed",|
6358,DBy4,Talk About a Stranger,Lewis Stone,\Und,und,|
6359,DBy10,They Saved Hitler's Brain,s a,\Und,"Americam microbiologist, disappears",|
6360,DBy10,They Saved Hitler's Brain,s a,\Und,"daughter, disappears",|
6361,DBy10,They Saved Hitler's Brain,Audrey Caire,\Und,"older daughter, searches",|
6362,DBy10,They Saved Hitler's Brain,Walter Stocker,\Her,"daughter's husband, searches",|
6363,DBy10,They Saved Hitler's Brain,Nestor Paiva,\Und,police chief,|
6364,DBy10,They Saved Hitler's Brain,s a,\Und,"Hitler's head, kept alive",|
6365,DCa5,Performance,James Fox,\Und,"sadistic gangster, disguised as juggler",|
6366,DCa5,Performance,Mick Jagger,\Und,"reclusive landlord, musician",|
6367,DCa5,Performance,Anita Pallenberg,\Und,und,|
6368,DCa5,Performance,Michele Breton,\Und,und,|
6369,DCa10,Demon Seed,Julie Christie,\Und,"wife, made pregmant by computer",|
6370,DCa10,Demon Seed,Fritz Weaver,\Und,scientist,|
6371,DCa10,Demon Seed,Gerrit Graham,\Und,und,|
6372,DCa10,Demon Seed,Berry Kroeger,\Und,und,|
6373,DCa10,Demon Seed,Lisa Lu,\Und,und,|
6374,DCb10,Killing of Angel Street,Elizabeth Alexander,\Und,und,|
6375,DCb10,Killing of Angel Street,John Hargreaves,\Und,und,|
6376,DCb10,Killing of Angel Street,Cecil Holmes,\Und,und,|
6377,DCh10,Jason and the Argonauts,Todd Armstrong,\Und,"seafarer ""Jason""",|
6378,DCh10,Jason and the Argonauts,Honor Blackman,\Und,und,|
6379,DCh10,Jason and the Argonauts,Niall McGinnis,\Und,und,|
6380,DCh10,Jason and the Argonauts,Andrew Faulds,\Und,und,|
6381,DCh10,Jason and the Argonauts,Nancy Kovack,\Und,und,|
6382,DCh10,Jason and the Argonauts,Gary Raymond,\Und,und,|
6383,DCh15,One Million Years B.C.,Raquel Welch,\Und,cave woman in fur bikini,|
6384,DCh15,One Million Years B.C.,Martine Beswick,\Und,cave woman,|
6385,DCh15,One Million Years B.C.,John Richardson,\Und,cave man,|
6386,DCh25,Creatures the World Forgot,Julie Ege,\Und,cavewoman,|
6387,DCn10,Judge Dredd,Sylvester Stallone,\Und,super cop,|
6388,DCn10,Judge Dredd,Armand Assante,\Und,und,|
6389,DCn10,Judge Dredd,Rod Scheider,\Und,und,|
6390,DCn10,Judge Dredd,Max vonBulow,\Und,und,|
6391,DCn12,I Still Know What You Did Last Summer,Jennifer LoveHewitt,\Vic,und,|
6392,DCn12,I Still Know What You Did Last Summer,Brandy,\Und,und,|
6393,DCn12,I Still Know What You Did Last Summer,Mekhi Phifer,\Und,und,|
6394,DCn12,I Still Know What You Did Last Summer,Matthew Settle,\Und,und,|
6395,DCr10,Rabid,Marylin Chambers,\Und,grows bloodsucking appendage under armpit,|
6396,DCr14,The Brood,Samantha Eggert,\Und,gives birth to monsters,|
6397,DCr14,The Brood,s a,\Und,"psychiatrist, admired ""Raglan""",|
6398,DCR15,Scanners,Patrick McGoohan,\Und,und,|
6399,DCR15,Scanners,Jennifer ONeill,\Und,und,|
6400,DCR15,Scanners,Stephen Lack,\Und,und,|
6401,DCr17,The Dead Zone,Christopher Walken,\Und,"survivor, psychic",|
6402,DCr17,The Dead Zone,Tom Skerritt,\Und,und,|
6403,DCr17,The Dead Zone,Brooke Adams,\Und,und,|
6404,DCr17,The Dead Zone,Martin Sheen,\Und,und,|
6405,DCr17,The Dead Zone,Anthony Scherbe,\Und,und,|
6406,DCr18,Videodrome,James Woods,\Und,"becomes video-player ""Max""",|
6407,DCr18,Videodrome,Deborah Harry,\Und,"love, topless ""Nicki""",|
6408,DCr18,Videodrome,Sonja Smits,\Und,und,|
6409,DCr18,Videodrome,Peter Dvorsky,\Und,und,|
6410,DCr18,Videodrome,Jack Creley,\Und,und,|
6411,DCr18,Videodrome,Lynee Gorman,\Und,und,|
6412,DCr19,Fast Company,William Smith,\Und,und,|
6413,DCr19,Fast Company,Claudia Jennings,\Und,und,|
6414,DCr19,Fast Company,John Saxon,\Und,und,|
6415,DCr20,The Fly,Jeff Goldblum,\Vic,"scientist, becomes a fly, killed ""Seth Brundle""",|
6416,DCr20,The Fly,Geena Davis,\Und,"journalist, savior, kills fly ""Veronica""",|
6417,DCr20,The Fly,John Getz,\Und,"editor, friend",|
6418,DCr22,Dead Ringers,Jeremy Irons,\Und,"twin, sensitive gynecologist doctor, falls in love ""Beverly""",|
6419,DCr22,Dead Ringers,Jeremy Irons,\Und,"twin, gynecologist doctor, dragged down ""Elliott""",|
6420,DCr22,Dead Ringers,Genvieve Bujold,\Und,"actress, love",|
6421,DCr25,Naked Lunch,Peter Weller,\Und,"exterminator ""Bill Lee""",|
6422,DCr25,Naked Lunch,Judy Davis,\Und,"wife, junkie, killed ""Joan Lee""",|
6423,DCr25,Naked Lunch,Judy Davis,\Und,"imaginary junkie ""Joan Frost, based on Jane Bowbles""",|
6424,DCr25,Naked Lunch,Ian Holm,\Und,"RN:""Tom Frost""",|
6425,DCr25,Naked Lunch,Roy Scheider,\Und,"doctor ""Benway""",|
6426,DCr25,Naked Lunch,Nicholas Campbell,\Und,"author ""Jack Kerouac""",|
6427,DCr25,Naked Lunch,Michael Zelniker,\Und,"friend ""Allen Ginsberg""",|
6428,DCr25,Naked Lunch,s a,\Und,"friend ""Paul Bowles""",|
6429,DCr30,M.Butterfly,Jeremy Irons,\Und,French Diplomat,|
6430,DCr30,M.Butterfly,John Lone,\Und,"Chinese transvestite, deceives diplomat",|
6431,DCr35,Crash,James Spader,\Und,und,|
6432,DCr35,Crash,Holly Hunter,\Und,und,|
6433,DCr35,Crash,Elias Koteas,\Und,und,|
6434,DCr35,Crash,Deborah Kara Unger,\Und,und,|
6435,DCr35,Crash,Rosanna Arquette,\Und,und,|
6436,DCr37,eXistenZ,Jennifer Jason Leigh,\Und,"futuristic computer game designer ""Allegra Geller""",|
6437,DCr37,eXistenZ,Jude Law,\Und,"friend, plays game ""ted Pinkul""",|
6438,DCr37,eXistenZ,Christopher Eccleston,\Und,und,|
6439,DCr37,eXistenZ,Ian Holm,\Und,surgeon,|
6440,DCs1,House of Dark Shadows,Jonathan Frid,\Und,"poetic vampire ""Barnabas""",|
6441,DCs1,House of Dark Shadows,Joan Bennett,\Und,matriarch witch: Collins,Nt(Lara Parker's role in TV series}|
6442,DCs1,House of Dark Shadows,Grayson Hall,\Und,und,Nt(same role in TV series}|
6443,DCs1,House of Dark Shadows,Kathryn Leigh Scott,\Lov,beloved,Nt(same role in TV series}|
6444,DCs1,House of Dark Shadows,Roger Davis,\Und,und,Nt(same role in TV series}|
6445,DCs1,House of Dark Shadows,Nancy Barret,\Und,"vampire, staked",|
6446,DCs1,House of Dark Shadows,Thayer David,\Und,und,|
6447,DCs1,House of Dark Shadows,John Karlen,\Und,valet: Willie,Nt(in TV series}|
6448,DCs1,House of Dark Shadows,Kate Jackson,\Und,ghost,Nt(in TV series}|
6449,DCs1,House of Dark Shadows,David Selby,\Und,werewolf,Nt(in TV series}|
6450,DCs10,Dracula,Jack Palance,\Und,"ugly count ""Dracula""",|
6451,DCs10,Dracula,Fiona Lewis,\Und,"agent's and count's fiancee, bitten ""Lucy""",|
6452,DCs10,Dracula,Nigel Davenport,\Und,real estate agent,|
6453,DCs10,Dracula,Simon Ward,\Und,"doctor ""Van Helsing""",|
6454,DCs10,Dracula,s a,\Und,"RZ:brother ""Arthur""",|
6455,DCs10,Dracula,George Pravda,\Und,innkeeper,|
6456,DCs10,Dracula,HannaMaria Pravda,\Und,innkeeper's wife,|
6457,DCs10,Dracula,Virginia Wetherall,\Und,"sister, bitten ""Minna""",|
6458,DCs12,Burnt Offerings,Oliver Reed,\Und,haunted tenant,|
6459,DCs12,Burnt Offerings,Karen Black,\Und,haunted tenant,|
6460,DCs12,Burnt Offerings,Bette Davis,\Und,aunt,|
6461,DCs12,Burnt Offerings,Lee Montgomery,\Und,kid,|
6462,DCs12,Burnt Offerings,Burgess Meredith,\Und,owner,|
6463,DCs12,Burnt Offerings,Eileen Heckart,\Und,owner,|
6464,DCs30,War and Remembrance,Robert Mitchum,\Und,"father, Navy commander ""Pugh Henry""",|
6465,DCs30,War and Remembrance,Jane Seymour,\Und,"Jewish daughter-in-law, imprisoned ""Natalie Henry""",|
6466,DCs30,War and Remembrance,Hart Bochner,\Und,"son, submarine officer, messenger ""Byron Henry""",|
6467,DCs30,War and Remembrance,Victoria Tennant,\Und,"British correspondent, loves commander ""Pamela TD)""",|
6468,DCs30,War and Remembrance,Polly Bergen,\Und,"wife of commander ""Rhoda Henry""",|
6469,DCs30,War and Remembrance,David Dukes,\Wmp,"RZ:Presidential advisor, wimp ""Leslie Stokes""",
6470,DCs30,War and Remembrance,Sharon Stone,\Und,"sexy sister ""Janice Stone""",|
6471,DCs30,War and Remembrance,Barry Bostwick,\Und,vengeful sub captain (`Lady' Aster),|
6472,DCs30,War and Remembrance,Sauri Frey,\Und,"Italian jewish friend ""Avram Rabinowitz""",|
6473,DCs30,War and Remembrance,Topol,\Und,Jewish internee,|
6474,DCs30,War and Remembrance,John RhysDavies,\Vic,"heroic jewish internee, killed",|
6475,DCs30,War and Remembrance,Ian McShane,\Und,"RZ:US sailor ""Philip Rule""",|
6476,DCs30,War and Remembrance,William Schallert,\Und,"president's aide ""Harry Hopkins""",|
6477,DCs30,War and Remembrance,Bill Wallis,\Und,"fish-eyed German official ""Werner Beck""",|
6478,DCs30,War and Remembrance,Jeremy Kemp,\Und,"frustrated German general ""vonRoon""",|
6479,DCs30,War and Remembrance,Steven Berkoff,\Rul,"dictator ""Hitler""",|
6480,DCs30,War and Remembrance,Robert Hardy,\Rul,"prime minister ""Churchill""",|
6481,DCs30,War and Remembrance,Ralph Bellamy,\Und,"president ""Roosevelt""",|
6482,DCs30,War and Remembrance,John Gielgud,\Und,"writer, uncle",|
6483,DCs30,War and Remembrance,Michael Anthony,\Sci,French doctor,|
6484,DCs30,War and Remembrance,R.G. Armstrong,\Und,US general,|
6485,DCs30,War and Remembrance,William Bergen,\Und,"RN:""Jim Gaither""",|
6486,DCs30,War and Remembrance,Kenneth Colley,\Und,SS colonel,|
6487,DCs30,War and Remembrance,Dan Collier,\Und,naval aide to president,|
6488,DCs30,War and Remembrance,Plett Creighton,\Und,"RN:""Louis Henry""",|
6489,DCs30,War and Remembrance,William Doherty,\Und,"RZ:US sailor ""Pinkney Turk""",|
6490,DCs30,War and Remembrance,Nina Foch,\Und,US-born busibody countess,|
6491,DCs30,War and Remembrance,H.Richard Greene,\Und,"RZ:sailor ""Foxy Davis""",|
6492,DCs30,War and Remembrance,Joachim Hauser,\Und,"German general ""Jodi""",|
6493,DCs30,War and Remembrance,Leslie Hope,\Und,"RN:""Madeline Henry""",|
6494,DCs30,War and Remembrance,Ian Jenble,\Und,"propaganda minister ""Goebbels""",|
6495,DCs30,War and Remembrance,Harold Kaskel,\Sci,"doctor ""Epstein""",|
6496,DCs30,War and Remembrance,Hardy Kruger,\Und,"German general ""Rommel""",|
6497,DCs30,War and Remembrance,Paul Lambert,\Sci,president's doctor,|
6498,DCs30,War and Remembrance,Charles Lane,\Und,US admiral,|
6499,DCs30,War and Remembrance,John Malcolm,\Und,"German general ""Keitel""",|
6500,DCs30,War and Remembrance,Michael Melling,\Und,"RSZ:Jewish boy ""Murmelstein""",
6501,DCs30,War and Remembrance,Barry Moore,\Und,"German general ""Halden""",|
6502,DCs30,War and Remembrance,Robert Morley,\Vic,"writer, father of correspondent, killed",|
6503,DCs30,War and Remembrance,Natalie Nogulich,\Und,"RN:""Vera Yerlinko""",|
6504,DCs30,War and Remembrance,Wolfgang Preiss,\Und,"RZ:German general ""vonBranilich""",|
6505,DCs30,War and Remembrance,William Prince,\Und,"US admiral ""Nimitz""",|
6506,DCs30,War and Remembrance,Donald Stewart,\Und,US Navy Lt.commander,|
6507,DCs30,War and Remembrance,Geoffrey Toonen,\Und,British ambassador,|
6508,DCs30,War and Remembrance,Peter Vaughn,\Und,"German general ""Zeitel""",|
6509,DCs30,War and Remembrance,Michael Wolf,\Und,"RS:general ""Reichs-Marshall Goering""",
6510,DDa10,Clash of the Titans,Laurence Olivier,\Und,"hero ""Perseus""",|
6511,DDa10,Clash of the Titans,Maggie Smith,\Und,"godess ""Thetis""",|
6512,DDa10,Clash of the Titans,Claire Bloom,\Und,"beloved ""Andromeda""",|
6513,DDa10,Clash of the Titans,Ursula Andress,\Und,und,|
6514,DDa10,Clash of the Titans,Jack Gwyllim,\Und,und,|
6515,DDa10,Clash of the Titans,Harry Hamlin,\Und,und,|
6516,DDa10,Clash of the Titans,Judy Bowker,\Und,und,|
6517,DDa10,Clash of the Titans,Burgess Meredith,\Und,und,|
6518,DDa10,Clash of the Titans,Flora Robson,\Und,und,|
6519,DDB10,Diary of a Seducer,Chiara Mastroianni,\Und,student,|
6520,DDB10,Diary of a Seducer,Melvil Poupaud,\Und,student,|
6521,DDe10,Desert Hearts,Helen Shaver,\Und,"divorcing, becomes lesbian",|
6522,DDe10,Desert Hearts,Andra Akers,\Und,lesbian,|
6523,DDe10,Desert Hearts,Audra Lindley,\Und,und,|
6524,DDg10,Happy Gilmore,Adam Sandler,\Und,"hockey player, turns golfpro",|
6525,DDk10,Clay Pideons,Vince Vaughn,\Vil,"cowboy murderer, drops bodies in lake",|
6526,DDk10,Clay Pideons,Joaquin Phoenix,\Inn,"hayseed, discovers sex, bodies, framed ""Clay""",|
6527,DDk10,Clay Pideons,janeane Garofalo,\Agt,FBI agent,|
6528,DDk10,Clay Pigeons,Georgina Cates,\Lov,"friends wife, Clay's love",|
6529,DDo20,"Happy Birthday, Torke!",Hansa Czpionka,\Und,"detective, of Turkish ancestry",|
6530,DDo20,"Happy Birthday, Torke!",Ozay,\Und,RZ:philandering husband,|
6531,DDo20,"Happy Birthday, Torke!",Doris Kuntsman,\Und,beuatiful wife,|
6532,DDo20,"Happy Birthday, Torke!",Lambert Hamel,\Und,und,|
6533,DDo20,"Happy Birthday, Torke!",Omer Simsek,\Und,und,|
6534,DDo20,"Happy Birthday, Torke!",Ulrich Wesselman,\Und,und,|
6535,DDo25,Bin Ich schoen?,Otto Sander,\Und,und,|
6536,DDo25,Bin Ich schoen?,Uwe Ochsenknecht,\Und,und,|
6537,DDo25,Bin Ich schoen?,Gottfried John,\Und,und,|
6538,DDo25,Bin Ich schoen?,Senta Berger,\Und,und,|
6539,DDo25,Bin Ich schoen?,Maria Schrader,\Und,und,|
6540,DdP10,Le Conte de Monte Christo,Jaques Weber,\Und,avenging count,|
6541,DDu10,Payday,Rip Torn,\Und,"ambitious, overage popsinger ""Shel Silverstein""",|
6542,DDu10,Payday,Ahna Capri,\Und,und,|
6543,DDu10,Payday,Michael Gwynne,\Und,und,|
6544,DDu10,Payday,Elayne Heilwveil,\Und,RSU,|
6545,DDu15,The Silent Partner,Elliott Gould,\Und,bank teller,|
6546,DDu15,The Silent Partner,Christopher Plummer,\Und,und,|
6547,DDu15,The Silent Partner,Susannah York,\Und,accomplice,|
6548,DDu15,The Silent Partner,Gelaine Lomerez,\Und,und,
6549,DdV1,Throw Momma from the Train,Danny deVito,\Wmp,"RZ:teacher, writer",|
6550,DdV1,Throw Momma from the Train,Billy Crystal,\Und,"RZ:wimp, wants to be writer",|
6551,DdV1,Throw Momma from the Train,Ann Ramsey,\Und,domineering mother,|
6552,DdV2,The War of the Roses,Kathleen Turner,\Und,bored perfect wife,|
6553,DdV2,The War of the Roses,Michael Douglas,\Und,ambitious husband,|
6554,DdV2,The War of the Roses,Danny deVito,\Und,divorce lawyer,|
6555,DdV2,The War of the Roses,s a,\Und,housekeeper,|
6556,DdV4,Hoffa,Jack Nicholson,\Rul,teamster boss,|
6557,DdV4,Hoffa,Danny deVito,\Sdk,boss' buddy,|
6558,DdV4,Hoffa,Armand Assante,\Und,union boss,|
6559,DdV4,Hoffa,J.T. Walsh,\Und,und,|
6560,DdV4,Hoffa,Kevin Anderson,\Und,und,|
6561,DDW10,Lillian,Lillian Folley,\Und,"caretaker ""Lillian Folley""",|
6562,DDW10,Lillian,Wilhamenia Dickins,\Und,"granddaughter ""Nina""",|
6563,DDy10,The Tool Box Murders,Cameron Mitchell,"\Vil,\Psy","murdering, sick super",|
6564,DDy10,The Tool Box Murders,Kelly Nichols,\Und,"porn star, udfe, shoy=t with nail gun",|
6565,DDy10,The Tool Box Murders,Pamelyn Ferdin,\Und,"young girl, kidnapped, tied up",|
6566,DDy10,The Tool Box Murders,Aneta Corseau,\Und,"barmaid, young girl's mother",|
6567,DDy10,The Tool Box Murders,Wesley Ure,\Und,und,|
6568,DeA10,Jesus of Montreal,Lothaire Bluteau,\Und,"actor, revises play ""Jesus""",|
6569,DeA10,Jesus of Montreal,Billes Pelletier,\Und,priest,|
6570,DeA10,Jesus of Montreal,s a,\Und,"RZ:go-go dancer ""Mary""",|
6571,DeD18,Destination Tokyo,Cary Grant,\Und,submarine captain,|
6572,DeD18,Destination Tokyo,John Garfield,\Und,und,|
6573,DeD18,Destination Tokyo,Alan Hale,\Und,und,|
6574,DeD18,Destination Tokyo,John Ridgely,\Und,und,|
6575,DeD18,Destination Tokyo,Dane Clark,\Und,und,|
6576,DeD18,Destination Tokyo,Warner Anderson,\Und,und,|
