,Title,Year,Director,Production,Studio,Genre,Award
9391,Bad Influence,1990,Hanson,PN:,SU:,Suspense,
9392,The Hand that Rocks the Cradle,1991,Hanson,PN:David Madden,SU:,Suspense,[27]
9393,The River Wild,1995,Hanson,PU:,SU:,Advt,aw
9394,L.A. Confidential,1997,Hanson,Milchan,SU:,Drama,"AAN, AAN dir"
9395,Before the Nickelodeon,1982,Musser,,Films for Thought,Bio-Pic,aw
9396,Tm:Amityville II: The Possession,1982,Damiani,PN:Dino deLaurentis,Orion,Horror,
9397,Le Retour de Martin Guerre,1982,Vigne,PN:Marcel Dassault,SFP,,H*
9398,Ein Sack Voll Flohe,1982,Risi,PN:,SU:,CTxx,aw
9399,Tm:The Seduction,1982,Schmoeller,PN:,SU:,Suspense,aw
9400,Tm:Cannery Row,1982,D.S.Ward,PN:,SU:,Ctxx,aw
9401,King Ralph,1991,D.S.Ward,PN:,SU:,Comedy,
9402,Down Periscope,1996,D.S.Ward,Robert Lawrence,S:Fox,Comedy,
9403,Tm:The Last Horror Film,1982,Winters,PN:,SU:,CTxx,aw
9404,Tm:Vice Squad,1982,G.A.Sherman,PN:,SU:,Actn,C*
9405,Frances,1982,Clifford,PN:Jonathan Sanger,"EMI, Brooksfilm",Drama,H
9406,Gleaming the Cube,1985,Clifford,PN:,SU:,,
9407,The Turn of the Screw,1989,Clifford,PN:Bridget Terry,Showtime,Suspense,
9408,Young Doctors in Love,1982,Gey.Marshall,PN:Jerry~Bruckheimer,"Fox,ABC",Comedy,H
9409,Overboard,1987,Gey.Marshall,PN:Alexander Rose,MGM,Comedy,
9410,Pretty Woman,1990,Gey.Marshall,Milchan,Touchstone,Comedy,
9411,Frankie and Johnny,1991,Gey.Marshall,Gey.Marshall,Paramount,Romantic,
9412,unknown,1992,Gey.Marshall,PN:Goldsmith,SU:,Suspense,
9413,Exit to Eden,1994,Gey.Marshall,PN:,SU:,"Romantic, Porn",
9414,Dear God,1996,Gey.Marshall,PN:Steve Tisch,S:Paramount,Comedy,aw
9415,Parsifal,1982,Syberberg,PN:,"Gaumont, Columbia",Musical,aw
9416,Chariots of Fire,1981,Hudson,Puttnam,SU:,AA,R(PG) W(Colin Welland)
9417,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Hudson,PN:,SU:,Advt,
9418,Revolution,1984,Hudson,PN:,SU:,Drama,
9419,The Devil in Miss Jones II,1982,Pachard,PU:,S:Adventure,Porn,
9420,Tm:The Final Option,1982,I.Sharp,PN:,SU:,Actn,CG**
9421,Far East,1982,Duigan,PN:,SU:,Ctxx,aw
9422,The Year my Voice Broke,1987,Duigan,PN:,SU:,Romantic,aw
9423,Flirting,1992,Duigan,"PN:Kennedy, Miller",Goldwyn,Romantic,aw
9424,Wide Saragossa Sea,1993,Duigan,PN:,SU:,"Romantic,Horror",aw
9425,Sirens,1994,Duigan,PN:,Miramax,"Romantic, Comedy",aw
9426,Lawn Dogs,1998,Duigan,PU:,SU:,Ctxx,
9427,Tm:Jekyll and Hyde...Together Again,1982,Belson,PN:,SU:,Horror,CG*
9428,Dragon Lord,1982,J.Chan,PU:,SU:,Actn,
9429,Police Story,1985,J.Chan,PN:,SU:,"Comedy,Actn",aw
9430,Armour of God,1986,J.Chan,PN:,SU:,"Comedy,Actn",aw
9431,Dragons Forever,1986,J.Chan,PN:,SU:,"Comedy,Actn",aw
9432,Police Story II,1988,J.Chan,PN:,SU:,"Comedy,Actn",aw
9433,Ca va faire mal,1982,Davy,PN:,SU:,"RomCom,Comedy",aw
9434,I'm Dancing As Fast As I Can,1982,Hofsiss,PN:,SU:,Bio-Pic,
9435,Tm:The Chosen,1982,Kagan,"PN:Edie Landau, Ely Landau",SU:,Drama,H
9436,Tm:The Sting II,1983,Kagan,J.Lang,Universal,Suspense,H
9437,That Championship Season,1982,Js.Miller,Golan,Cannon,Drama,H*
9438,Tm:Alone in the Dark,1982,Sholder,PN:,NewLine-Masada,Horror,H
9439,A Nightmare on Elm Street Part Two: Freddy's Revenge,1985,Sholder,Robert Shaye,NewLine,Horror,H
9440,Another Way,1982,Makk,PN:,SU:,Suspense,aw
9441,Another Way,1982,Makk,PN:,SU:,Suspense,aw
9442,A Very Moral Night,1983,Makk,PN:,SU:,Ctxx,aw
9443,Lily in Love,1984,Makk,PN:,SU:,Ctxx,aw
9444,Airplane II: The Sequel,1982,Finkleman,Koch,Paramount,"Comedy, Disa",
9445,The Principles of Hygiene and Safety in a Copper Mine,1982,Kieslovski,PN:,SU:,Documentary,aw
9446,A Short Film About Killing,1982,Kieslovski,PN:,SU:,Noir,aw
9447,Blind Chance,1982,Kieslovski,PN:,SU:,Ctxx,aw
9448,Decalogue,1988,Kieslovski,PN:,SU:,Ctxx,aw
9449,Ein kurzer Film Uber die Liebe,1988,Kieslovski,PN:,SU:,Romantic,aw
9450,Le Double Vie de Veronique,1990,Kieslovski,PN:Leonardo delaFuento,Aries,Romantic,aw
9451,Blue,1993,Kieslovski,PN:,SU:,Noir,aw
9452,White,1994,Kieslovski,PN:,SU:,Noir,aw
9453,Red,1994,Kieslovski,PN:,SU:,Noir,aw
9454,Body Heat,1982,L.Kasdan,Fred T. Gallo,Warners,Suspense,H*
9455,The Big Chill,1983,L.Kasdan,"L.Kasdan, Michael Shawberg",SU:,Comedy,aw
9456,Silverado,1985,L.Kasdan,PN:,SU:,Comedy,
9457,The Accidental Tourist,1989,L.Kasdan,"PN:L.Kasdan, Charles Okun, Michael Grillo",Warners,Comedy,"AAN, NYFC"
9458,I Love You to Death,1990,L.Kasdan,PN:,SU:,Noir,
9459,Grand Canyon,1991,L.Kasdan,PN:,SU:,Noir,
9460,Wyatt Earp,1994,L.Kasdan,"PN:Jim Wilson, Costner, L.Kasdan",Warners,West,
9461,Tm:Fighting Back,1982,Caulfield,PN:,Samson SL:Australia,Drama,H
9462,Demons in the Garden,1982,Aragon,PU:,SU:,Ctxx,
9463,Half of Heaven,1986,Aragon,PU:,SU:,Romantic,
9464,Tm:The House on Sorority Row,1982,Rosman,PN:,SU:,CTxx,aw
9465,The Invader,1996,Rosman,PU:,S:Spectator:,SxFi,aw
9466,Angel,1982,N.Jordan,Boorman,Eire,Drama,H*
9467,The Company of Wolves,1984,N.Jordan,"PN:Chris Brown, Stephen Wooley",ITC,Fant,H**
9468,Mona Lisa,1986,N.Jordan,PU:,SU:,Drama,aw
9469,High Spirits,1986,N.Jordan,PN:,SU:,Comedy,aw
9470,We're No Angels,1989,N.Jordan,PN:Art Linson,Paramount,Comedy,
9471,The Miracle,1990,N.Jordan,PN:,SU:,Drama,aw
9472,The Crying Game,1992,N.Jordan,PN:Stephen Wooley,Miramax,Suspense,"AAN, AAN dir"
9473,The Butcher Boy,1998,N.Jordan,PU:,SU:,Ctxx,
9474,Grease 2,1982,Birch,"PN:Robert Stigwood, Allan Carr",Paramount,Musical,H
9475,Tm:House of the Long Shadows,1982,P.Walker,PN:Jenny Craven,Cannon,Horror,H
9476,My Favourite Year,1982,Benjamin,PN:Michael Gruskoff,"MGM-U.a., Brooksfilms",Comedy,H**
9477,Tm:Racing with the Moon,1984,Benjamin,"PN:Alain Bernheim, John Kohn",Paramount,Romantic,H
9478,Mermaids,1990,Benjamin,"PN:Lauren Lloyd, Wallis Nicita, Patrick Palmer",Orion,"Comedy,Romantic",H
9479,Made in America,1993,Benjamin,"PN:Arnon Milchan, Michael Douglas, Rick Bieber",Warners,Comedy,
9480,Mrs.~Winterbourne,1996,Benjamin,PU:,S:Columbia Tristar,Comedy,aw
9481,City Heat,1998,Benjamin,Fritz Manes,S:Malpaso SD:Warners:,Drama,
9482,Tm:Brimstone and Treacle,1982,Loncraine,"PN:Alan E. Salke, Herbert Solow",Namar,Drama,H*
9483,Tm:The Missionary,1982,Loncraine,PN:,SU:,CTxx,
9484,Tm:Zapped,1982,Rob.Rosenthal,PN:,SU:,Comedy,CG*
9485,Personal Best,1982,Towne,PN:,Warners,Drama,aw
9486,Tequila Sunrise,1988,Towne,PN:Thom Mount,SU:,Myst,RE**+
9487,Without Limits,1998,Towne,PU:,S:Warners,Bio-Pic,
9488,Medea,1982,Whitehead,PN:Maria Ruscom,PBS,Drama,aw
9489,Interrogation,1982,Bugajski,PN:,SU:,Drama,aw
9490,Tm:The Intruder,1982,S.Leroy,PN:,SU:,CTxx,aw
9491,Tm:Tron,1982,Lisberger,"PN:Lisberger, Kushner",Disney,ScFi,H*
9492,Tm:Smithereens,1982,Seidelman,PN:,SU:,CTxx,aw
9493,Desperately Seeking Susan,1985,Seidelman,"PN:Sarah Pillsbury, Midge Sanford",Orion,Comedy,"F86,H*"
9494,She-Devil,1986,Seidelman,PN:,SU:,CTxx,aw
9495,Making Mr.~Right,1987,Seidelman,"PN:Mike Wise, Joel Tuber",SU:,"Romantic,ScFi",RE***+
9496,Cookie,1989,Seidelman,PN:,"Lorimar, Warners","Comedy,Suspense",aw
9497,The Dutch Master,1993,Seidelman,PN:Jonathan Brett,Ziegler,Romantic,AAN
9498,Things Are Tough All Over,1982,T.Avildsen,PN:,SU:,Comedy,
9499,Behind the Mosquito Net,1982,Karya,PN:,SU:,CTxx,aw
9500,Christiane F.,1982,Edel,PN:Hans H. Kadan,"Maran, SD:Fox",Documentary,H*
9501,Last Exit To Brooklyn,1990,Edel,PN:,Neue Constantin,Drama,
9502,Body of Evidence,1992,Edel,deLaurentiis,SU:,Drama,
9503,Chan is Missing,1982,Wang,PN:,SU:,Myst,
9504,Diem Sum,1984,Wang,PN:,SU:,Romantic,
9505,Slam Dance,1987,Wang,PN:,SU:,Drama,
9506,Eat a Bowl of Tea,1989,Wang,PN:Tom Sternberg,Columbia,Drama,
9507,"Life is Cheap, but Toilet Paper is Expensive",1989,Wang,PN:,Columbia,Drama,aw
9508,The Joy Luck Club,1993,Wang,Ol.Stone,"Hollywood, Columbia",Drama,aw
9509,Smoke,1997,Wang,PU:,SU:,Ctxx,
9510,Chinese Box,1998,Wang,PU:,SU:,Romantic,
9511,Tm:Vigilante,1982,Lustig,PN:,SU:,CTxx,CG*
9512,Stuck on You!,1982,Herz,PN:,SU:,Fant,
9513,Yol,1982,UnYear82Guney,"PN:Serif G\""oren",Cactus Film SL:\Sz wizerland,Documentary,aw
9514,,D:UnYear82,PU:,SL:\Fr,prc,,
9515,,D:UnYear82,PU:,SU:,prc,,lc
9516,Tm:Portrait of a Hitman,1983,Buckhantz,PN:,SU:,Ctxx,aw
9517,Flashdance,1983,Lyne,"PN:Don~Simpson, Jerry~Bruckheimer, Guber, Peters",Paramount,Musical,H*
9518,Nine 1/2 Weeks,1986,Lyne,"PN:Anthony Rufus Isaacs, Z.King",MGM-U.A.,"Porn, Romantic",RE***+
9519,Fatal Attraction,1988,Lyne,PN:,Paramount,Romantic,aw
9520,Jacob's Ladder,1990,Lyne,PN:,SU:,Drama,aw
9521,Indecent Proposal,1993,Lyne,PN:Sherry Lansing,Paramount,Drama,aw
9522,Lolita,1997,Lyne,"PN:Mario Kassar, Joel B. Michaels",SD:Goldwyn,Drama,
9523,Boat People,1983,Hui,PN:,SL:China,Documentary,
9524,Song of the Exile,1990,Hui,PN:,SU:,Ctxx,
9525,Love Letters,1983,A.Jones,Corman,Millenium,Romantic,H*
9526,Ariel,1983,Kaurismaki,PN:,SU:,Comedy,
9527,Hamlet Goes Business,1985,Kaurismaki,PN:,SU:,Comedy,
9528,The Match Factory Girl,1989,Kaurismaki,PN:,SU:,"Noir, Comedy",
9529,La Vie de Boh\`eme,1993,Kaurismaki,PN:,SU:,Drama,
9530,To Be or Not To Be,1983,A.Johnson,Mel~Brooks,Fox,Comedy,
9531,Mickey's Christmas Carol,1983,Mattinsson,Mattinsson,Disney,Cart,H***
9532,Olivia in Concert,1983,B.Grant,PU:,S:MCA,Documentary,
9533,Sweet Poison,1991,B.Grant,PU:,SU:,CTxx,aw
9534,Love Kills,1991,B.Grant,PU:,SU:,Suspense,aw
9535,Yentl,1983,Streisand,Streisand,SU:,Drama,
9536,Prince of Tides,1991,Streisand,"PN:Streisand, R.Andrews Lane",Columbia,Drama,AAN
9537,Innocent Blood,1993,Streisand,PN:,HBO,Drama,
9538,The Mirror Has Two Faces,1996,Streisand,"Streisand, Milchan","S:Tristar, Sony",Romantic,--
9539,La Balance,1983,Swaim,PN:,SU:,Ctxx,aw
9540,Fords on Water,1983,Bliss,PN:,SU:,Drama,aw
9541,Rembetiko,1983,Ferris,PN:,SU:,"Drama, Musical, Bio-Pic",aw
9542,Killing of Angel Street,1983,Crombie,PN:,Forest Home Films,Romantic,H
9543,Tendres Cousines,1983,D.Hamilton,PN:,SU:,Porn,aw
9544,Ator the Fighting Eagle,1983,Hills,PN:,SU:,Ctxx,aw
9545,Smokey and the Bandit III,1983,Lowry,PN:Mort Engelberg,SL:US,Comedy,H
9546,Wet Gold,1984,Lowry,PN:Bill Coker,SU:,Advt,
9547,Tm:Silver Dream Racer,1983,Wickes,PN:Rene Dupont,Rank,Drama,H
9548,Il Deputado,1983,DelaEglesia,PN:,SU:,Drama,aw
9549,Tm:They Call Me Bruce,1983,Hong,PN:,SU:,Comedy,CG**
9550,Dark Crystal,1983,Oz,PN:,SU:,CTxx,aw
9551,What About Bob?,1991,Oz,PN:,SU:,"Comedy, Drama",aw
9552,Housesitter,1992,Oz,PN:,SU:,Comedy,aw
9553,In & Out,1997,Oz,PU:,SU:,Drama,aw
9554,Short Time,1983,Champion,PN:Todd Black,SU:,Actn,aw
9555,The Cowboy Way,1994,Champion,PN:,SU:,West,aw
9556,Sub Down,1997,Champion,"PN:Jeffrey White, Silvio Muraglia, Daniel Sladek",SU:,Actn,aw
9557,Buddy System,1983,Jordon,PN:,SU:,Romantic,CG**
9558,Koyaanisqatsi,1983,Reggio,Reggio,Institute for Regional Education,Fant,"H*, EB***"
9559,Powaqqatsi,1988,Reggio,PN:,SU:,Ctxx,aw
9560,We of the Never Never,1983,Auzins,"PN:Adams Packer, Greg Tepper",Film Corporation of Western Australia,Drama,H* CG**
9561,Permanent Vacation,1983,Jarmusch,PN:,SU:,Ctxx,aw
9562,Stranger Than Paradise,1984,Jarmusch,PN:,SU:,,"F91, Cannes Camera d'Or"
9563,Down By Law,1986,Jarmusch,PN:,SU:,Ctxx,aw
9564,Mystery Train,1989,Jarmusch,PN:,SL:W.Germany,Drama,aw
9565,Night on Earth,1992,Jarmusch,PN:Jarmusch,SL:W.Germany,Comedy,aw
9566,"Ghost Dog, the Way of the Samurai",1999,Jarmusch,PU:,SU:,"RomCom, Comedy",
9567,Tm:Eddie Macon's Run,1983,Kanew,PN:Martin Bregman,Universal,Advt,H
9568,Tm:Revenge of the Nerds,1984,Kanew,PN:,SU:,CTxx,aw
9569,Tough Guys,1986,Kanew,PN:Joe Wizan,Touchstone,Comedy,H
9570,Terms of Endearment,1983,J.L.Brooks,Eisner,Paramount,Romantic,"AA, AA dir"
9571,Broadcast News,1987,J.L.Brooks,PN:,SU:,Comedy,
9572,I'll Do Anything,1994,J.L.Brooks,PN:,"Gracie, Columbia",Comedy,
9573,As Good As It Gets,1997,J.L.Brooks,"J.L.Brooks, Bridget Johnson, Kirstin",S:Sony,Romantic Comedy,"GG comd, AAN"
9574,Un Elephant Ca Trompe Enormement,1983,Dabadie,PN:,SU:,,
9575,"Miles of Smiles, Years of Struggle",1983,Santino,PN:,SU:,Ctxx,aw
9576,Tm:Easy Money,1983,Signorelli,PN:,SU:,Comedy,CG*
9577,Tm:Hercules,1983,Coates,PN:,SU:,Fant,CG*
9578,Tm:Young Warriors,1983,Foldes,PN:,Cannon,Actn,H
9579,Testament,1983,Littman,PN:,Entertainment Events,,H*
9580,Tm:Valley Girl,1983,Coolidge,"PN:Wayne Crawford, Andrew Lane",SU:,Romantic,RW***
9581,Glory Days,1987,Coolidge,PN:,SU:,Romantic,aw
9582,Rambling Rose,1991,Coolidge,PN:,SU:,Romantic,aw
9583,Crazy in Love,1992,Coolidge,"PN:Loan Stein, Karen Dorr",TNT,Romantic,aw
9584,Lost in Yonkers,1993,Coolidge,PN:Ray Stark,Columbia,Comedy,aw
9585,"Angie, I says",1993,Coolidge,Roth,SU:,Comedy,aw
9586,All the Right Moves,1983,Chapman,PN:Steven Deutsch,SU:,Ctxx,aw
9587,Stranger's Kiss,1984,Chapman,PN:,SU:,CTxx,CG***
9588,Matter of Heart,1983,M.Whitney,PN:,SU:,"Documentary, BioB",aw
9589,The Grey Fox,1983,Borsos,PN:,SU:,Ctxx,aw
9590,"Bethune, the Making of a Hero",1990,Borsos,PN:,SU:,Bio-Pic,aw
9591,Far From Home: The Adventures of Yellow Dog,1994,Borsos,PN:,SU:,Advt,aw
9592,The Draughtsman's Contract,1983,Greenaway,PN:David Payne,BFi,Suspense,H**
9593,A Zed and Two Naughts,1985,Greenaway,PN:,SU:,Ctxx,aw
9594,The Belly of an Architect,1987,Greenaway,"PN:Colin Callender, Walter Donohue","Mondial, Paramount",Surr,aw
9595,Drowning By Numbers,1988,Greenaway,PN:,SU:,"Noir, Comedy",aw
9596,"The Cook, the Thief, His Wife and her Lover",1990,Greenaway,PN:,SU:,Porn,
9597,Prospero's Books,1991,Greenaway,PN:,Miramax,Drama,
9598,The Baby of Macon,1993,Greenaway,PU:,SU:,Drama,aw
9599,The Pillowbook,1997,Greenaway,PU:,S:Cinepix,Porn,aw
9600,8 1/2 Women,1999,Greenaway,PU:,SU:,Kinky,
9601,Le juge,1983,Lefebvre,PN:,SU:,"Bio-Pic,Drama",aw
9602,Tm:Lovesick,1983,P.Rosenberg,P.Rosenberg,SU:,Drama,H-
9603,The Oresteia,1983,P.Hall,PN:,BBC,Drama,aw
9604,This is Spinal Tap,1983,R.Reiner,PN:,SU:,Musical,F03
9605,Stand By Me,1986,R.Reiner,PN:,SU:,Romantic,
9606,The Princess Bride,1987,R.Reiner,"PN:Andrew Scheinman, R.Reiner",Fox,Romantic,
9607,When Harry Met Sally,1989,R.Reiner,PN:,Castle Rock,Romantic,
9608,Misery,1990,R.Reiner,"PN:Andrew Scheinman, R.Reiner","Castle Rock, Columbia",Romantic,
9609,A Few Good Men,1992,R.Reiner,PN:,"Castle Rock,Columbia",Drama,AAN
9610,The Ghosts of Missisippi,1996,R.Reiner,PU:,S:Columbia,Historic,
9611,Tm:Deathgames,1983,Dimsey,PN:,SU:,Ctxx,aw
9612,Angelo My Love,1983,Duvall,PN:,SU:,Ctxx,aw
9613,We're Not the Jet Set,1990,Duvall,PU:,SU:,West,aw
9614,The Apostle,1997,Duvall,PU:,SD:October,Drama,aw
9615,Tm:Hell's Angels Forever,1983,Chase,PN:,SU:,Documentary,CG*
9616,The Phantom of the Opera,1983,Markowitz,PN:,SU:,Drama,aw
9617,Overexposed,1991,Markowitz,PN:Debra do Maio,ABC,Drama,aw
9618,Afterburn,1992,Markowitz,PN:Paul Kurta,HBO,Actn,aw
9619,Nicholas - a Child's Heart Lives On,1998,Markowitz,PU:,SU:,Documentary,
9620,Tm:The Black Stallion Returns,1983,Dalva,Coppola,MGM-U.A.,Advt,H
9621,Threshold,1981,Pearce,"PN:Michael Burns, Jon Slan",S:Paragon,"Documentary,Drama",CG***
9622,Country,1984,Pearce,William D. Witcliff,Touchstone,,H*
9623,The Long Walk Home,1991,Pearce,,SU:,Drama,
9624,Leap of Faith,1992,Pearce,,SU:,Drama,
9625,Tm:Angel,1983,ONeil,PN:,SU:,CTxx,aw
9626,Tm:Hambone and Hillie,1984,Watts,PN:Gary Gillingham,SU:,Drama,H
9627,Risky Business,1983,P.Brickman,"PN:Steve Tisch, John Avnet","S:Geffen,Warners","Comedy, Porn",H
9628,Men Don't Leave,1989,P.Brickman,PN:,SU:,Romantic,
9629,Tm:Revenge of the Ninja,1983,Firstenberg,PN:,SU:,Actn,CG**
9630,New York Nights,1983,Nuchtern,PN:,SU:,Porn,aw
9631,Tm:Liquid Sky,1983,Tsukerman,PN:,SU:,"Drama,Comedy",CG***
9632,I Promise to Remember,1983,Fischler,PN:,SU:,Musical,aw
9633,Tm:Slayground,1983,Bedford,"PN:John Dark, Gower Frost",EMI,Actn,H
9634,Tm:Deep in the Heart,1983,T.Garrett,PN:,SU:,CTxx,aw
9635,The Hunger,1983,T.Scott,PN:Richard Shepard,MGM-UA,Horror,"NYC, NY"
9636,Top Gun,1986,T.Scott,"Jerry~Bruckheimer, Don~Simpson",Paramount,Actn,
9637,Days of Thunder,1986,T.Scott,"PN:Don~Simpson, Jerry~Bruckheimer",Paramount,Actn,
9638,Beverly Hills Cop II,1987,T.Scott,"Don~Simpson , Jerry~Bruckheimer",SU:,Comedy,
9639,True Romance,1990,T.Scott,PN:,SU:,Actn,
9640,Crimson Tide,1995,T Scott,"Don~Simpson , Jerry~Bruckheimer",SU:,Advt,aw
9641,The Fan,1996,T Scott,PN:Wendy Finerman,S:Tristar,Suspense,aw
9642,Enemy of the State,1998,T Scott,Jerry Bruckheimer,SU:,Suspense,
9643,Divine Waters,1983,Zaggario,PN:,SU:,Bio-Pic,aw
9644,Tm:Timerider: The Adventure of Lyle Swann,1983,Dear,PN:,SU:,"Actn, ScFi",CG**
9645,Angels in the Outfield,1994,Dear,"PN:Irby Smith, Joe Roth, Roger Birnbaum",Disney,Fant,
9646,The Old Well,1983,Tianming,PN:,SU:,Drama,aw
9647,Sid and Nancy,1986,A.Cox,PN:Eric Feliner,Zenith,Bio-PicP,H
9648,,1984,Naderi,PU:,SU:,Drama,
9649,Tm:Terror in the Aisles,1984,Kuehn,PN:,Universal,Horror,H
9650,Voyeur,1991,vanWarmerdam,PN:,SU:,Drama,aw
9651,The Northerners,1991,vanWarmerdam,PN:,SU:,Drama,aw
9652,The Dress,1996,vanWarmerdam,PU:,Graniet,Ctxx,
9653,Little Tony,1998,vanWarmerdam,PU:,SGraniet:,Ctxx,
9654,A Woman's Pale Blue Handwriting,1984,Corti,PN:,ORF,Ctxx,aw
9655,Tm:Irreconcilable Differences,1984,Shyer,PN:,"Lantana,Warners","Romantic, Comedy",H
9656,Father of the Bride,1991,Shyer,PN:,Touchstone,Comedy,
9657,I Love Trouble,1994,Shyer,PN:,SU:,"Comedy,Suspense",
9658,Tm:Making the Grade,1984,D.Walker,PN:,SU:,Comedy,CG*
9659,Sugar Cane Alley,1984,Palcy,PN:,SL:\Fr,Drama,aw
9660,A Dry White Season,1989,Palcy,PN:,SU:,Drama,aw
9661,Tm:Savage Attraction,1984,Shields,PN:,SU:,CTxx,aw
9662,Children of the Corn,1984,Kiersch,"PN:Donald P. Borchers, Terence Kirby",New World,Horror,H
9663,Into the Sun,1992,Kiersch,PU:,SU:,Actn,
9664,Two Minute Warning,1984,G.Palmer,PU:,SU:,RomCom,
9665,Police Academy,1984,H.Wilson,PN:Paul Malansky,Warners,Comedy,H
9666,Police Academy 2,1984,Wilson,PN:,Warners,Comedy,
9667,Police Academy 3,1986,Wilson,PN:,Warners,Comedy,
9668,Guarding Tess,1994,Wilson,"PN:Ned Tanen, Nancy Graham Tanen",Tristar,Comedy,
9669,First Wives Club,1996,Wilson,PU:,SU:,Comedy,aw
9670,Sixteen Candles,1984,J.Hughes,J.Hughes,SU:,Comedy,CG***
9671,The Breakfast Club,1985,J.Hughes,J.Hughes,SU:,Comedy,
9672,Weird Science,1985,J.Hughes,PU:,SU:,"ScFi, Romantic",
9673,"Planes, Trains, and Automobiles",1987,J.Hughes,J.Hughes,SU:,Comedy,
9674,Ferris Buellers Day off,1988,J.Hughes,PN:,SU:,Comedy,
9675,Uncle Buck,1989,J.Hughes,PN:,SU:,Comedy,
9676,Curly Sue,1991,J.Hughes,J.Hughes,Warners,Romantic,
9677,A Girl's own Story,1984,Campion,PN:,school,Drama,Sydney Film Festival
9678,Two Friends,1986,Campion,PN:,TV,Drama,
9679,Sweetie,1990,Campion,PN:,Arena film Pty,Drama,
9680,An Angel at my Table,1991,Campion,PN:,SU:,Bio-Pic,
9681,The Piano,1993,Campion,PN:Jan Chapman,Miramax,Drama,"GP, AAN, AAN dir"
9682,Portrait of a Lady,1996,Campion,PU:,SU:,Romantic,
9683,Blood Simple,1985,J.Coen,E.Coen,SU:,Actn,aw
9684,Raising Arizona,1987,J.Coen,"E.Coen, Mark Silverman",Fox,Actn,F30
9685,Miller's Crossing,1990,J.Coen,E.Coen,Fox,Actn,aw
9686,Barton Fink,1991,J.Coen,,P:E.Coen,col,Dram
9687,The Hudsucker Proxy,1994,J.Coen,PU:,SU:,Drama,aw
9688,Things to do in Denver When You're Dead,1995,J.Coen,PU:,SU:,CTxx,aw
9689,Fargo,1996,J.Coen,E.Coen,S:Polygram,Drama,aw
9690,The Big Lebowski,1997,J.Coen,PU:,SU:,CTxx,aw
9691,Ososhiki,1984,Juzo Itami,PN:,SL:Japan,Comedy,aw
9692,Tampopo,1987,Itami,PN:,SL:Japan,Comedy,aw
9693,A Taxing Woman,1988,Itami,"PN:Yasushi Tamaoki, Seigo Hosogoe","Itami, Seen(f19ox)",Comedy,aw
9694,A Taxing Woman's Return,1989,Itami,PN:,SL:Japan,Ctxx,aw
9695,A-Ge-man,1990,Itami,PN:,SL:Japan,Ctxx,aw
9696,Tm:Reckless,1984,J.Foley,PN:,SU:,,CG*
9697,Glengarry Glen Ross,1992,J.Foley,PN:,SU:,,
9698,Fear,1996,J.Foley,PU:,SU:,"Suspense, Horror",aw
9699,Dreamscape,1984,J.Ruben,PN:,SU:,Suspense,aw
9700,The Stepfather,1987,J.Ruben,PN:,SU:,Suspense,
9701,True Believer,1989,J.Ruben,PN:,SU:,Suspense,aw
9702,Sleeping With the Enemy,1991,J.Ruben,PN:Leonard Goldberg,SU:,"Romantic,Suspense",aw
9703,Stepfather 3,1992,J.Ruben,PN:,ITS,Suspense,
9704,The Good Son,1993,J.Ruben,"PN:Mary Ann Page, J.Ruben",Fox,Suspense,
9705,Tm:Breakin',1984,Silberg,PN:,Cannon,Musical,H
9706,Tm:Friday the 13th - The Final Chapter,1984,Zito,PN:,NewLine,Horror,aw
9707,Star Trek III: The Search For Spock,1984,Nimoy,H.Bennett,Paramount,ScFi,H
9708,Star Trek IV: The Voyage Home,1986,Nimoy,H.Bennett,Paramont,ScFi,H
9709,Three Men and A Baby,1987,Nimoy,PN:,Disney,Comedy,
9710,The Good Mother,1988,Nimoy,PN:,SU:,Ctxx,aw
9711,Funny About Love,1990,Nimoy,"PN:Aumet, Werner",Paramount,Ctxx,aw
9712,The Good Mother,1988,Nimoy,PN:,SU:,Ctxx,aw
9713,Thus spake Bellavista,1984,deCrescenzo,PN:,SU:,Ctxx,aw
9714,Tm:Hard to Hold,1984,L.Pierce,PN:,SU:,Musical,CG*
9715,"Queenie, the Star of Calcutta",1988,L.Pierce,PN:x Siegel,Higate,Drama,
9716,A Private Function,1984,Mobray,PN:,SU:,Ctxx,aw
9717,Out Cold,1989,Mobray,PN:,SU:,Ctxx,aw
9718,Old Enough,1984,M.Silver,D.Silver,Midwest Films,Ctxx,aw
9719,Tm:Exterminator 2,1984,Buntzman,PN:,Cannon,Horror,
9720,Tm:Hardbodies,1984,M.Griffiths,PN:,SU:,Porn,aw
9721,Hardbodies II,1990,M.Griffiths,PN:,SU:,Porn,aw
9722,1984,D:1984,Radford,PN:Simon Perry,SU:,Drama,RE***+
9723,White Mischief,1988,Radford,PN:Simon Perry,SU:,Bio-Pic,RE***
9724,Another Country,1984,Kanievska,PN:Alan Marshall,Fox SL:\GB,Drama,H*
9725,Il Postino,1995,Kanievska,PU:,S:Miramax,Drama,AAN
9726,Streetwise,1984,Mt.Bell,PN:,SU:,Documentary,AAN
9727,American Heart,1993,Mt.Bell,"PN:Rosilyn Heller, Jeff Bridges",SU:,Documentary,aw
9728,Picone sent me,1984,Loy,PN:,SU:,Ctxx,aw
9729,Scugnizzi,1989,Loy,PN:,SU:,Ctxx,aw
